pmid,doi,conclusion,result,abstract,mesh
41621553,10.1016/j.ab.2026.116063,"In conclusion, we successfully established a species-specific LAMP assay for authenticating CJ and CS. This method can be used for species verification and is applicable to commercial Cirsium products for authenticity testing, contributing to quality control in pharmaceutical manufacturing.","We designed specific LAMP primer sets for both species using the selected DNA barcode, the internal transcribed spacer (ITS) sequence, through in silico analysis. After validating the specificity of the primers, we successfully authenticated CS and CJ using the LAMP primer sets and visualized the detection results through gel electrophoresis. The sensitivity of the LAMP method for CJ and CS authentication was established, with a limit of detection (LOD) of 100 pg for CJ and 50 pg for CS, using direct SYBR Green staining. When we applied the LAMP method to commercial Cirsium products, we found that only 25% (5 out of 20) of the samples contained CJ, while none contained CS.","BACKGROUND: Cirsium japonicum (CJ) and Cirsium setosum (CS) are two widely recognized medicinal crops in Chinese herbal medicine (CHM) that are listed as authentic herbal plants in the herbal pharmacopeia. Given their strikingly similar morphological characteristics, CJ and CS are particularly susceptible to adulteration in the herbal marketplace, raising significant concerns about product integrity and consumer safety. PURPOSE: To ensure the safety and efficacy of CHM, proper authentication of these herbs is a critical step in maintaining high-quality pharmaceutical production. METHODS: In this study, we developed a species-specific loop-mediated isothermal amplification (LAMP) method for the authentication of CJ and CS. RESULTS: We designed specific LAMP primer sets for both species using the selected DNA barcode, the internal transcribed spacer (ITS) sequence, through in silico analysis. After validating the specificity of the primers, we successfully authenticated CS and CJ using the LAMP primer sets and visualized the detection results through gel electrophoresis. The sensitivity of the LAMP method for CJ and CS authentication was established, with a limit of detection (LOD) of 100 pg for CJ and 50 pg for CS, using direct SYBR Green staining. When we applied the LAMP method to commercial Cirsium products, we found that only 25% (5 out of 20) of the samples contained CJ, while none contained CS. CONCLUSION: In conclusion, we successfully established a species-specific LAMP assay for authenticating CJ and CS. This method can be used for species verification and is applicable to commercial Cirsium products for authenticity testing, contributing to quality control in pharmaceutical manufacturing.","*Nucleic Acid Amplification Techniques/methods; *Cirsium/genetics/classification; Species Specificity; *Plants, Medicinal/genetics; DNA, Plant/genetics; Molecular Diagnostic Techniques"
41621537,10.1016/j.fjurol.2026.103084,"High-quality RNA can be extracted from fresh-frozen RCC tissues under routine clinical conditions. RNA integrity is mainly influenced by tumour biology rather than procedural delays, supporting biologically informed biobanking strategies.","RNA extraction was successful in 302 of 310 samples. RNA concentration exceeded 25ng/muL in 93% of samples, and 78.4% met both quantitative and qualitative criteria (RQS>/=6). Mean RNA concentration was 128.8+/-104.4ng/muL, and mean RQS was 7.52+/-1.40. Tumor tissue showed higher RNA quality than matched healthy tissue (mean RQS: 8.33+/-1.02 vs. 6.66+/-1.30; P<0.001). Preoperative embolization was independently associated with lower RNA quality (P<0.001). Freezing delay (mean 30+/-25min) and duration of storage were not associated with RNA degradation.","INTRODUCTION: High-quality biospecimens are essential for transcriptomic analyses in renal cell carcinoma (RCC), yet real-world determinants of RNA integrity in routine surgical settings remain insufficiently documented. This study aimed to evaluate RNA quantity and quality from cryopreserved RCC tissues and identify factors associated with RNA degradation. MATERIAL AND METHODS: We conducted a retrospective analysis of 160 patients who underwent surgery for clear cell RCC and included in the UroCCR network (2005-2012). Tumor and matched normal kidney tissues were prospectively collected during partial or radical nephrectomy and snap-frozen. RNA was extracted using an automated protocol. RNA concentration was measured by NanoDrop spectrophotometry, and RNA quality was assessed using the RNA Quality Score (RQS). Multivariate linear regression models with random intercepts were used to identify factors associated with RNA degradation. RESULTS: RNA extraction was successful in 302 of 310 samples. RNA concentration exceeded 25ng/muL in 93% of samples, and 78.4% met both quantitative and qualitative criteria (RQS>/=6). Mean RNA concentration was 128.8+/-104.4ng/muL, and mean RQS was 7.52+/-1.40. Tumor tissue showed higher RNA quality than matched healthy tissue (mean RQS: 8.33+/-1.02 vs. 6.66+/-1.30; P<0.001). Preoperative embolization was independently associated with lower RNA quality (P<0.001). Freezing delay (mean 30+/-25min) and duration of storage were not associated with RNA degradation. CONCLUSION: High-quality RNA can be extracted from fresh-frozen RCC tissues under routine clinical conditions. RNA integrity is mainly influenced by tumour biology rather than procedural delays, supporting biologically informed biobanking strategies.","Humans; *Kidney Neoplasms/genetics/pathology/surgery; *Carcinoma, Renal Cell/genetics/pathology/surgery; Female; Male; Middle Aged; Retrospective Studies; Aged; *Cryopreservation; Risk Factors; *RNA, Neoplasm/analysis; *RNA Stability; Adult; Specimen Handling; Nephrectomy; Aged, 80 and over"
41621530,10.1016/j.gastrohep.2026.502699,"Low-quality evidence, mostly from cross-sectional data, suggests an association between poor sleep quality and active disease in IBD. However, the findings were not replicated by prospective cohort studies. Given the predominance of cross-sectional data, the possibility of reverse causation, whereby active disease itself leads to impaired sleep quality, cannot be excluded. Further robust studies are needed to support these findings.","Twenty studies were included. Most studies were cross-sectional. The majority used the Pittsburgh Sleep Questionnaire Index for assessing sleep quality. Meta-analysis showed that poor sleep quality was significantly associated with active disease in IBD (OR: 2.54 95% CI: 1.85, 3.49 I(2)=80%). Subgroup analysis showed a significant association between poor sleep quality and active disease in CD, but not in UC. In subgroup analyses based on study design, results were significant only in cross-sectional studies, not in cohort studies. Meta-regression analysis using the moderators: sample size, age, males, body mass index, disease duration, prevalence of active disease and poor sleep quality, IBD surgery, and Newcastle-Ottawa scale score did not show significant results.","OBJECTIVE: The purpose of this review was to examine evidence on the association between poor sleep quality and disease activity in inflammatory bowel disease (IBD). PATIENTS AND METHODS: PubMed, Embase, Scopus, and the Web of Science were searched till July 15, 2025, for studies reporting an association between sleep quality and IBD. Outcomes were pooled as odds ratio (OR) in a random-effects meta-analysis model. RESULTS: Twenty studies were included. Most studies were cross-sectional. The majority used the Pittsburgh Sleep Questionnaire Index for assessing sleep quality. Meta-analysis showed that poor sleep quality was significantly associated with active disease in IBD (OR: 2.54 95% CI: 1.85, 3.49 I(2)=80%). Subgroup analysis showed a significant association between poor sleep quality and active disease in CD, but not in UC. In subgroup analyses based on study design, results were significant only in cross-sectional studies, not in cohort studies. Meta-regression analysis using the moderators: sample size, age, males, body mass index, disease duration, prevalence of active disease and poor sleep quality, IBD surgery, and Newcastle-Ottawa scale score did not show significant results. CONCLUSIONS: Low-quality evidence, mostly from cross-sectional data, suggests an association between poor sleep quality and active disease in IBD. However, the findings were not replicated by prospective cohort studies. Given the predominance of cross-sectional data, the possibility of reverse causation, whereby active disease itself leads to impaired sleep quality, cannot be excluded. Further robust studies are needed to support these findings.",
41621521,10.1016/j.ajog.2026.01.030,"This training program improved performance metrics for gynecologic residents preparing for the Essentials in Minimally Invasive Gynecologic Surgery manual skills exam. Residents needed relatively short periods of practice to achieve desired scores. Based on our findings, training programs are feasible and effective and should be initiated early in training before debut in the operating room to maximize the learning opportunities that surgical education via simulation offers.",The median number of repetitions for each task ranged from 5 to 12. The median number of hours spent practicing was 10. Learning curves showed the greatest rate of improvement in the first 3 to 5 repetitions. First-year residents had steeper initial learning curves than more senior residents. All residents passed the Essentials in Minimally Invasive Gynecologic Surgery manual skills exam.,"BACKGROUND AND OBJECTIVE: To describe gynecologic resident practice patterns and learning curves at a single academic institution as they prepare for the Essentials in Minimally Invasive Gynecologic Surgery manual skills exam and compare their performance metrics during practice to those of third-year residents and surgeons trained in minimally invasive gynecologic surgery. This information could provide guidance on implementing a structured Essentials in Minimally Invasive Gynecologic Surgery preparation curriculum. STUDY DESIGN: This is a prospective observational study of gynecologic resident physicians from April 2023 to March 2025 at a single institution. Residents and their coach recorded details of their Essentials in Minimally Invasive Gynecologic Surgery practice sessions, including time-to-completion, the number of sessions, and accuracy metrics for each task repetition. Time-to-completion of skills was compared to the number of repetitions to create composite learning curves. RESULTS: The median number of repetitions for each task ranged from 5 to 12. The median number of hours spent practicing was 10. Learning curves showed the greatest rate of improvement in the first 3 to 5 repetitions. First-year residents had steeper initial learning curves than more senior residents. All residents passed the Essentials in Minimally Invasive Gynecologic Surgery manual skills exam. CONCLUSION: This training program improved performance metrics for gynecologic residents preparing for the Essentials in Minimally Invasive Gynecologic Surgery manual skills exam. Residents needed relatively short periods of practice to achieve desired scores. Based on our findings, training programs are feasible and effective and should be initiated early in training before debut in the operating room to maximize the learning opportunities that surgical education via simulation offers.",
41621493,10.1016/j.rmed.2026.108673,"Although causality cannot be inferred from a retrospective design, higher subjective sleepiness, measured by ESS, was associated with higher early adherence. Incorporating ESS into routine evaluation may identify patients at risk for nonadherence and guide targeted interventions.","Higher ESS scores were significantly associated with greater adherence (chi(2) = 28.7, P = 0.026; gamma = 0.199). Ordinal regression showed each 1-point increase predicted 7.4% higher odds of being in a greater adherence category (OR 1.072, 95% CI 1.027-1.117, P < 0.001). Age modestly predicted adherence (OR 1.010, P = 0.019). AHI, body mass index, and sex were not significant predictors. Patients with severe daytime sleepiness had the highest rates of excellent adherence (>90%).","PURPOSE: Continuous positive airway pressure (CPAP) therapy is the gold standard treatment for obstructive sleep apnea, but adherence remains suboptimal. Subjective symptoms such as excessive daytime sleepiness may influence motivation to maintain therapy. This study examined whether baseline Epworth Sleepiness Scale (ESS) scores predict early CPAP adherence compared with objective measures such as the Apnea-Hypopnea Index (AHI). METHODS: We conducted a retrospective observational study of 400 adults with Obstructive Sleep Apnea prescribed CPAP between 2021 and 2023. Thirty days of CPAP adherence data was downloaded and categorized into five ordinal groups ranging from very low to very high adherence. Associations between ESS and adherence were assessed using chi-square tests, Goodman and Kruskal's gamma, and ordinal logistic regression adjusted for AHI, age, sex, and body mass index. RESULTS: Higher ESS scores were significantly associated with greater adherence (chi(2) = 28.7, P = 0.026; gamma = 0.199). Ordinal regression showed each 1-point increase predicted 7.4% higher odds of being in a greater adherence category (OR 1.072, 95% CI 1.027-1.117, P < 0.001). Age modestly predicted adherence (OR 1.010, P = 0.019). AHI, body mass index, and sex were not significant predictors. Patients with severe daytime sleepiness had the highest rates of excellent adherence (>90%). CONCLUSION: Although causality cannot be inferred from a retrospective design, higher subjective sleepiness, measured by ESS, was associated with higher early adherence. Incorporating ESS into routine evaluation may identify patients at risk for nonadherence and guide targeted interventions.","Humans; *Continuous Positive Airway Pressure/methods/psychology; *Sleep Apnea, Obstructive/therapy/psychology; Male; Female; Retrospective Studies; Middle Aged; *Patient Compliance/statistics & numerical data/psychology; Adult; Aged; Body Mass Index; *Sleepiness; *Disorders of Excessive Somnolence"
41621486,10.1016/j.brainresbull.2026.111755,"In summary, we have innovatively explored the changes in brain metabolites and gut microbiota induced by FLASH-RT whole-brain irradiation, providing a theoretical foundation for further investigation into the mechanisms underlying FLASH-RT's effects.","Compared with CONV-RT, FLASH-RT was associated with less pronounced hippocampal microglial and astrocytic reactivity, a smaller reduction in cerebral blood flow perfusion, and attenuated radiation-associated cognitive deficits. Metabolomics revealed distinct temporal trajectories: CONV-RT showed sustained late-phase suppression of metabolic programs, whereas FLASH-RT exhibited a coordinated late-stage rebound in pathways related to amino acid/carbohydrate metabolism and synaptic neurotransmission. Mechanistically relevant metabolites linked to antioxidation, energy metabolism, and neural repair were increased under FLASH-RT, consistent with reduced neuroinflammation. Gut microbiota profiling demonstrated that FLASH-RT induced a milder and more transient dysbiosis, with faster restoration toward a Sham-like structure and enrichment of putative beneficial taxa (including Lachnospiraceae, Peptostreptococcaceae, and Dubosiella), while CONV-RT was associated with more persistent Proteobacteria/Enterobacteriaceae-related disruptions and opportunistic signatures.","PURPOSE: This study compared the time-dependent changes in brain metabolites and gut microbiota at early and late post-irradiation stages in mice receiving conventional radiotherapy (CONV-RT) or ultra-high dose-rate FLASH radiotherapy (FLASH-RT). METHODS: Male C57BL/6 J mice received whole-brain irradiation using CONV-RT (2 Gy/min) or X-ray-based FLASH-RT (200 Gy/s). Brain tissue and gut contents were collected on days 1, 3, 7, and 21 post-irradiation. Targeted LC-MS metabolomics profiled dynamic brain metabolite changes, and 16S rRNA sequencing characterized gut microbiota trajectories. Neuroinflammation and brain injury were assessed by immunofluorescence (microglia/astrocyte markers) and laser speckle cerebral blood flow imaging, while behavioral assays evaluated cognition and anxiety-like behaviors. RESULTS: Compared with CONV-RT, FLASH-RT was associated with less pronounced hippocampal microglial and astrocytic reactivity, a smaller reduction in cerebral blood flow perfusion, and attenuated radiation-associated cognitive deficits. Metabolomics revealed distinct temporal trajectories: CONV-RT showed sustained late-phase suppression of metabolic programs, whereas FLASH-RT exhibited a coordinated late-stage rebound in pathways related to amino acid/carbohydrate metabolism and synaptic neurotransmission. Mechanistically relevant metabolites linked to antioxidation, energy metabolism, and neural repair were increased under FLASH-RT, consistent with reduced neuroinflammation. Gut microbiota profiling demonstrated that FLASH-RT induced a milder and more transient dysbiosis, with faster restoration toward a Sham-like structure and enrichment of putative beneficial taxa (including Lachnospiraceae, Peptostreptococcaceae, and Dubosiella), while CONV-RT was associated with more persistent Proteobacteria/Enterobacteriaceae-related disruptions and opportunistic signatures. CONCLUSION: In summary, we have innovatively explored the changes in brain metabolites and gut microbiota induced by FLASH-RT whole-brain irradiation, providing a theoretical foundation for further investigation into the mechanisms underlying FLASH-RT's effects.","Animals; *Gastrointestinal Microbiome/radiation effects/physiology; Mice; Male; *Brain/metabolism/radiation effects; Mice, Inbred C57BL; Time Factors; Metabolomics; *Cranial Irradiation/methods; Microglia/metabolism/radiation effects"
41621476,10.1016/j.neulet.2026.138527,S1P exerts anti-seizure and neuroprotective effects in PTZ-induced epileptic mice and attenuates IL-1beta-mediated neuroinflammation. These findings suggest that the S1P-IL-1beta axis may represent a promising therapeutic target for epilepsy and its associated cognitive impairments.,"S1P treatment significantly reduced seizure frequency and amplitude, shortened seizure duration, and ameliorated EEG abnormalities in epileptic mice. In behavioral assays, S1P improved spatial learning and memory performance. Histological analysis demonstrated reduced neuronal degeneration and preservation of hippocampal architecture in S1P-treated epileptic mice. Furthermore, S1P markedly decreased hippocampal IL-1beta expression at both the mRNA and protein levels.","BACKGROUND AND AIM: Epilepsy is a prevalent neurological disorder frequently accompanied by cognitive impairments and neuronal damage. Neuroinflammation-particularly mediated by interleukin-1beta (IL-1beta)-plays a critical role in epileptogenesis. Sphingosine-1-phosphate (S1P), a bioactive lipid mediator, has been implicated in neuroprotection and anti-inflammatory signaling; however, its role in epilepsy remains unclear. This study aimed to investigate the effects and underlying mechanisms of S1P in a pentylenetetrazol (PTZ)-induced mouse model of epilepsy. METHODS: Male C57BL/6 mice were administered PTZ (33 mg/kg, i.p.) every other day for a total of 15 injections to establish a seizure-kindling model. S1P (0.5 mg/mL) was administered intraperitoneally during the subsequent treatment period. Seizure activity was assessed using electroencephalographic (EEG) recordings. Cognitive function was evaluated with the Morris water maze. Hippocampal neuronal morphology was examined via Nissl staining. The expression levels of IL-1beta mRNA and precursor protein in the hippocampus were measured by qRT-PCR and Western blotting, respectively. RESULTS: S1P treatment significantly reduced seizure frequency and amplitude, shortened seizure duration, and ameliorated EEG abnormalities in epileptic mice. In behavioral assays, S1P improved spatial learning and memory performance. Histological analysis demonstrated reduced neuronal degeneration and preservation of hippocampal architecture in S1P-treated epileptic mice. Furthermore, S1P markedly decreased hippocampal IL-1beta expression at both the mRNA and protein levels. CONCLUSIONS: S1P exerts anti-seizure and neuroprotective effects in PTZ-induced epileptic mice and attenuates IL-1beta-mediated neuroinflammation. These findings suggest that the S1P-IL-1beta axis may represent a promising therapeutic target for epilepsy and its associated cognitive impairments.","Animals; *Interleukin-1beta/metabolism; Male; *Hippocampus/drug effects/metabolism; Pentylenetetrazole/toxicity; *Lysophospholipids/pharmacology/therapeutic use; Mice; *Seizures/chemically induced/metabolism/drug therapy; *Sphingosine/analogs & derivatives/pharmacology/therapeutic use; Mice, Inbred C57BL; *Cognitive Dysfunction/metabolism/drug therapy/chemically induced; *Epilepsy/chemically induced/drug therapy/metabolism; Disease Models, Animal; Anticonvulsants/pharmacology"
41621468,10.1016/j.cct.2026.108249,The PROGRESS trial will provide data to assess whether a prehabilitation program can reduce major postoperative complications and facilitate recovery in patients undergoing major oncological gastrointestinal surgery. TRIAL REGISTRATION: This trial was registered on ClinicalTrials.gov with the trial identification NCT06404489.,"The trial is ongoing and currently recruiting. The primary outcome is the rate of patients experiencing major postoperative complications within 30 days after surgery. We hypothesize that prehabilitation will reduce this rate from 40% to 25%. Secondary outcomes include the time of functional recovery, length of hospital stay, and complication severity.","BACKGROUND: Preliminary evidence suggests that multimodal prehabilitation may reduce postoperative complications in patients undergoing cancer surgery. However, its true effectiveness has yet to be fully demonstrated, and there are still significant gaps in knowledge that need to be addressed. METHODS: This is a two-arm, multicenter, randomized controlled trial including 400 adult oncological patients undergoing major gastrointestinal surgery. Patients are randomized with a 1:1 allocation ratio either to receive a multimodal prehabilitation program in addition to standard care or standard care alone. The prehabilitation program consists of four weeks of intervention including exercise training, nutritional support, and psychological counseling. The standard of care is delivered in accordance with the Enhanced Recovery After Surgery (ERAS) pathways. RESULTS: The trial is ongoing and currently recruiting. The primary outcome is the rate of patients experiencing major postoperative complications within 30 days after surgery. We hypothesize that prehabilitation will reduce this rate from 40% to 25%. Secondary outcomes include the time of functional recovery, length of hospital stay, and complication severity. CONCLUSION: The PROGRESS trial will provide data to assess whether a prehabilitation program can reduce major postoperative complications and facilitate recovery in patients undergoing major oncological gastrointestinal surgery. TRIAL REGISTRATION: This trial was registered on ClinicalTrials.gov with the trial identification NCT06404489.",Humans; *Postoperative Complications/prevention & control/epidemiology; *Digestive System Surgical Procedures/rehabilitation/methods; *Preoperative Exercise; *Gastrointestinal Neoplasms/surgery; Length of Stay; Nutritional Support/methods; Exercise Therapy/methods; Randomized Controlled Trials as Topic; Counseling; Enhanced Recovery After Surgery; *Preoperative Care/methods; Multicenter Studies as Topic; Recovery of Function
41621467,10.1016/j.jbspin.2026.106036,"The number of studies assessing AI performance in axSpA using imaging modalities has increased tremendously in the past years. Although AI showed good performance, human expert remains essential to reach diagnostic accuracy while maintaining clinical safety.","A total of 1033 references were identified, 46 full texts were reviewed, and 33 studies were included. All studies were published between 2020 and 2025, with 58% in 2024/2025. Sixty-seven % of the studies originated from Asia. Most of the studies included MRI (64%) and applied Deep-learning techniques (85%). Overall performance estimates (95% CI) at subject level were: sensitivity 87% (85; 90%), specificity 80% (75; 85%), accuracy 84% (81; 87%) and receiver operating characteristic area-under-the curve 0.88 (0.86; 0.90). On image level the results were similar.","BACKGROUND: Advances in Artificial Intelligence (AI) have opened new opportunities for improving detection, as well as the accuracy and efficiency of imaging interpretation in axial spondyloarthritis (axSpA). The aim of this study is to summarize the performance of AI techniques versus human reader in interpreting imaging modalities (magnetic resonance imaging [MRI], computed tomography [CT] and conventional radiography [CR]) in axSpA. METHODS: In line with the PRISMA guidelines, a systematic literature review was conducted across PubMed and Scopus for studies published between 1st January 2010 and 7th June 2025. Individual performance metrics were extracted and analyzed using a meta-analysis approach. For the meta-analyses, the overall estimate was computed using the DerSimonian-Laird random effect model on both subject and image levels. Heterogeneity was assessed using Higgings I(2). RESULTS: A total of 1033 references were identified, 46 full texts were reviewed, and 33 studies were included. All studies were published between 2020 and 2025, with 58% in 2024/2025. Sixty-seven % of the studies originated from Asia. Most of the studies included MRI (64%) and applied Deep-learning techniques (85%). Overall performance estimates (95% CI) at subject level were: sensitivity 87% (85; 90%), specificity 80% (75; 85%), accuracy 84% (81; 87%) and receiver operating characteristic area-under-the curve 0.88 (0.86; 0.90). On image level the results were similar. CONCLUSION: The number of studies assessing AI performance in axSpA using imaging modalities has increased tremendously in the past years. Although AI showed good performance, human expert remains essential to reach diagnostic accuracy while maintaining clinical safety.",
41621463,10.1016/j.jvs.2026.01.023,"Open surgical intervention is rarely necessary before, during, or after F/BEVAR. Nevertheless, when performed, it proves to be a useful adjunct to incorporate difficult anatomy and as a bailout procedure providing satisfactory long-term target artery patency with minimal risk.","A total of 861 patients underwent F/BEVAR during the study period, of whom 22 (2.5%) had a hybrid procedure and were included. The average age was 76 +/- 6 years (range, 63-89 years), and 13 patients were male (59%). Most of the hybrid repairs were done in patients with thoracoabdominal aortic aneurysms (n = 17 [77%]) and electively (n = 20 [91%]). Three interventions (14%) were performed preoperatively, and 19 were performed intraoperatively (n = 3 [14%]) or postoperatively (n = 16 [72%]). Preoperative hybrid interventions included iliorenal bypass with syndactylization owing to multiple small accessory RA diameter in two patients, and ilio-SMA bypass for chronic mesenteric ischemia in one. Indication for post-F/BEVAR interventions included an inability to cannulate target arteries (n = 13 [59%]), complications from target artery dissection (n = 3 [14%]) or thrombosis (n = 2 [9%]), and complicated endoleak (n = 1 [4.5%]). Most of these interventions were done during the index admission (n = 15 [68%]), and included RA bypasses (n = 6 [27%]), retrograde SMA stenting (n = 5 [23%]), retrograde RA access and stenting (n = 4 [18%]), hepatic artery bypasses (n = 3 [14%]), and celiac artery ligation owing to complex endoleak in one patient (4.5%). Technical success was achieved in all cases, with one patient experiencing a postoperative complication (retroperitoneal hematoma requiring evacuation). The mean postoperative hospital length of stay was 15 +/- 13 days. At a mean follow-up of 22 months (range, 0-93 months), primary patency rates of bypass grafts and stented target arteries via hybrid approach were 100% and 95%, respectively. Overall freedom from target-artery related reintervention was 95%, with only one patient requiring RA restenting. Freedom from aortic-related mortality was 100%. Finally, among 12 patients who had hybrid RA intervention, one patient with a solitary kidney who underwent retrograde access required permanent dialysis.","OBJECTIVE: To describe indications and outcomes of open surgery performed for visceral and renal artery (RA) incorporation and revascularization before, during, or after fenestrated/branched endovascular aortic repair (F/BEVAR). METHODS: Retrospective review of patients who underwent F/BEVAR for complex abdominal aortic aneurysms and thoracoabdominal aortic aneurysms between 2007 and 2024 was conducted. Patients who underwent open surgical revascularization for the superior mesenteric artery (SMA), celiac artery, and/or RA as part of a planned or bailout procedure to the F/BEVAR were included. Access-related procedures, such as open surgical conduits, were excluded. Descriptive analysis was done to illustrate indications and outcomes of these hybrid procedures. RESULTS: A total of 861 patients underwent F/BEVAR during the study period, of whom 22 (2.5%) had a hybrid procedure and were included. The average age was 76 +/- 6 years (range, 63-89 years), and 13 patients were male (59%). Most of the hybrid repairs were done in patients with thoracoabdominal aortic aneurysms (n = 17 [77%]) and electively (n = 20 [91%]). Three interventions (14%) were performed preoperatively, and 19 were performed intraoperatively (n = 3 [14%]) or postoperatively (n = 16 [72%]). Preoperative hybrid interventions included iliorenal bypass with syndactylization owing to multiple small accessory RA diameter in two patients, and ilio-SMA bypass for chronic mesenteric ischemia in one. Indication for post-F/BEVAR interventions included an inability to cannulate target arteries (n = 13 [59%]), complications from target artery dissection (n = 3 [14%]) or thrombosis (n = 2 [9%]), and complicated endoleak (n = 1 [4.5%]). Most of these interventions were done during the index admission (n = 15 [68%]), and included RA bypasses (n = 6 [27%]), retrograde SMA stenting (n = 5 [23%]), retrograde RA access and stenting (n = 4 [18%]), hepatic artery bypasses (n = 3 [14%]), and celiac artery ligation owing to complex endoleak in one patient (4.5%). Technical success was achieved in all cases, with one patient experiencing a postoperative complication (retroperitoneal hematoma requiring evacuation). The mean postoperative hospital length of stay was 15 +/- 13 days. At a mean follow-up of 22 months (range, 0-93 months), primary patency rates of bypass grafts and stented target arteries via hybrid approach were 100% and 95%, respectively. Overall freedom from target-artery related reintervention was 95%, with only one patient requiring RA restenting. Freedom from aortic-related mortality was 100%. Finally, among 12 patients who had hybrid RA intervention, one patient with a solitary kidney who underwent retrograde access required permanent dialysis. CONCLUSIONS: Open surgical intervention is rarely necessary before, during, or after F/BEVAR. Nevertheless, when performed, it proves to be a useful adjunct to incorporate difficult anatomy and as a bailout procedure providing satisfactory long-term target artery patency with minimal risk.",
41621462,10.1016/j.jvs.2026.01.022,"This study demonstrated that women had higher 30-day morbidity and mortality and lower 1-year survival rates after cEVAR for type I to IV TAAAs compared with men. There were significant differences in presentation, anatomical features, and implementations of secondary cardiovascular preventative management, all likely affecting the differences in outcomes between women and men. Future studies are warranted to better understand these differences and optimize sex-specific approaches to management of TAAAs in women.","A total of 1128 patients underwent cEVAR for type I to IV TAAAs during the study period, of whom 417 (37%) were females. Women had more extensive aneurysms (84.7% vs 72.4% type I-III TAAA; P < .001) and were more likely to present with symptomatic aneurysm (26.1% vs 18.4%; P = .002) compared with men. Women were less likely to be on secondary cardiovascular preventative medications, including aspirin (59.4% vs 67.4%; P = .019) and statins (65.1% vs 73.1%; P = .012), more likely to be current smokers (36.1% vs 30.7%; P = .052), and treated at higher maximum diameter threshold (7.7 mm vs 4.6 mm above the recommended repair size; P < .001). Although there were no differences in operative time, women were more likely to have undergone a staged repair (22.3% vs 16.6%; P = .018) and have complicated iliofemoral access (19.2% vs 10.3%; P < .001) with a higher incidence of access complications (8.9% vs 5.2%; P = .016) compared with men. Thirty-day rates of mortality (11.8% vs 6.6%; P = .003) and overall complications (35.7% vs 25.7%; P < .001), including permanent spinal cord ischemia (5.5% vs 2.8%; P = .022) primarily among patients with type II TAAAs (7.8 vs 3.0%; P = .025), were all higher for women compared with men. One-year survival after cEVAR for TAAAs was significantly lower for women compared with men (74 vs 82%; P = .001), driven by the higher 30-day mortality rate in women. Female sex was an independent risk factor for both 30-day and 1-year mortality.","OBJECTIVE: Previous studies have suggested unique challenges in treating women with thoracoabdominal aortic aneurysms (TAAAs) compared with their male counterparts. We sought to examine the real-world outcomes of complex endovascular aneurysm repair (cEVAR) for TAAA in women and men. METHODS: Patients undergoing cEVAR for type I to IV TAAAs between 2014 and 2020 were identified using the Vascular Quality Initiative database. Demographic, preoperative, and intraoperative variables, as well as postoperative outcomes, were compared between women and men. One-year survival after cEVAR was compared between women and men using the long-term follow-up data from the Vascular Quality Initiative. RESULTS: A total of 1128 patients underwent cEVAR for type I to IV TAAAs during the study period, of whom 417 (37%) were females. Women had more extensive aneurysms (84.7% vs 72.4% type I-III TAAA; P < .001) and were more likely to present with symptomatic aneurysm (26.1% vs 18.4%; P = .002) compared with men. Women were less likely to be on secondary cardiovascular preventative medications, including aspirin (59.4% vs 67.4%; P = .019) and statins (65.1% vs 73.1%; P = .012), more likely to be current smokers (36.1% vs 30.7%; P = .052), and treated at higher maximum diameter threshold (7.7 mm vs 4.6 mm above the recommended repair size; P < .001). Although there were no differences in operative time, women were more likely to have undergone a staged repair (22.3% vs 16.6%; P = .018) and have complicated iliofemoral access (19.2% vs 10.3%; P < .001) with a higher incidence of access complications (8.9% vs 5.2%; P = .016) compared with men. Thirty-day rates of mortality (11.8% vs 6.6%; P = .003) and overall complications (35.7% vs 25.7%; P < .001), including permanent spinal cord ischemia (5.5% vs 2.8%; P = .022) primarily among patients with type II TAAAs (7.8 vs 3.0%; P = .025), were all higher for women compared with men. One-year survival after cEVAR for TAAAs was significantly lower for women compared with men (74 vs 82%; P = .001), driven by the higher 30-day mortality rate in women. Female sex was an independent risk factor for both 30-day and 1-year mortality. CONCLUSIONS: This study demonstrated that women had higher 30-day morbidity and mortality and lower 1-year survival rates after cEVAR for type I to IV TAAAs compared with men. There were significant differences in presentation, anatomical features, and implementations of secondary cardiovascular preventative management, all likely affecting the differences in outcomes between women and men. Future studies are warranted to better understand these differences and optimize sex-specific approaches to management of TAAAs in women.",
